Open;High;Low;Close;Volume
1.35800;1.36050;1.35700;1.36050;12046
1.36060;1.36210;1.35920;1.36180;9987
1.36180;1.36610;1.35980;1.36420;19618
1.36430;1.37270;1.36410;1.37130;21035
1.37120;1.37370;1.36630;1.36740;19823
1.36740;1.36960;1.36680;1.36900;8784
1.36900;1.37260;1.36900;1.37150;10382
1.37150;1.37370;1.37110;1.37340;11921
1.37340;1.37730;1.37000;1.37520;21698
1.37530;1.37730;1.37300;1.37570;20766
1.37580;1.38340;1.37300;1.38230;20335
1.38230;1.38410;1.38130;1.38230;8955
1.38230;1.38500;1.38200;1.38380;10687
1.38390;1.38600;1.38350;1.38390;10717
1.38400;1.38530;1.38130;1.38300;19158
1.38300;1.38450;1.37780;1.38030;21474
1.38020;1.38260;1.37680;1.37710;19171
1.37700;1.38100;1.37700;1.38030;8703
1.38040;1.38150;1.37990;1.38070;8096
1.38080;1.38080;1.37840;1.38030;9464
1.38030;1.38240;1.37730;1.37780;18892
1.37780;1.37850;1.36430;1.36430;21498
1.36420;1.36570;1.36090;1.36160;19442
1.36150;1.36410;1.36100;1.36240;9423
1.36250;1.36390;1.36190;1.36370;9133
1.36370;1.36400;1.36270;1.36310;6902
1.36310;1.36410;1.36180;1.36250;15578
1.36240;1.36750;1.35530;1.35540;20200
1.35520;1.35960;1.35430;1.35870;19212
1.35880;1.35900;1.35740;1.35800;5916
1.35690;1.36200;1.35640;1.36190;9335
1.36190;1.36210;1.36050;1.36160;8934
1.36160;1.36250;1.35670;1.35730;19175
1.35730;1.35730;1.35080;1.35090;20243
1.35080;1.35740;1.35080;1.35730;16055
1.35740;1.35990;1.35740;1.35770;8831
1.35790;1.36140;1.35720;1.36120;9166
1.36120;1.36450;1.36050;1.36320;10625
1.36320;1.36640;1.35920;1.36470;20123
1.36480;1.36650;1.36150;1.36250;20817
1.36250;1.36870;1.36250;1.36340;18492
1.36340;1.36560;1.36200;1.36290;9194
1.36280;1.36410;1.36120;1.36340;8842
1.36350;1.36560;1.36350;1.36510;9274
1.36510;1.36610;1.36140;1.36160;19564
1.36150;1.36950;1.36100;1.36900;18986
1.36910;1.37430;1.36690;1.37230;19505
1.37230;1.37330;1.37160;1.37230;7924
1.37240;1.37270;1.37070;1.37140;9059
1.37130;1.37150;1.36800;1.36840;8900
1.36840;1.36870;1.36150;1.36390;19060
1.36380;1.36460;1.35820;1.35970;20456
1.35970;1.36360;1.35770;1.36200;17345
1.36200;1.36200;1.35890;1.35930;8343
1.35940;1.36200;1.35620;1.35870;10014
1.35860;1.35880;1.35520;1.35640;8576
1.35630;1.35760;1.35100;1.35190;18028
1.35180;1.35400;1.35050;1.35350;18591
1.35360;1.35700;1.34970;1.35330;17679
1.35320;1.35560;1.35290;1.35500;5317
1.35240;1.35460;1.35020;1.35450;9312
1.35450;1.35510;1.35290;1.35490;7661
1.35490;1.35570;1.34490;1.34650;18348
1.34640;1.34750;1.34280;1.34640;18468
1.34630;1.35040;1.34570;1.34770;15600
1.34770;1.34900;1.34730;1.34870;6308
1.34880;1.35220;1.34770;1.35140;8915
1.35140;1.35260;1.34830;1.34870;9233
1.34870;1.35460;1.34610;1.35280;20104
1.35290;1.35490;1.34990;1.35170;20008
1.35160;1.35230;1.34810;1.35120;15802
1.35110;1.35110;1.34760;1.34860;7646
1.34870;1.35350;1.34860;1.35310;8242
1.35310;1.35690;1.35200;1.35620;9328
1.35630;1.35670;1.35210;1.35220;19117
1.35220;1.35320;1.34620;1.34820;19011
1.34810;1.35860;1.34740;1.35610;19427
1.35620;1.35810;1.35350;1.35610;9457
1.35600;1.36070;1.35600;1.35920;9275
1.35920;1.35920;1.35510;1.35560;8019
1.35560;1.35900;1.35370;1.35690;18611
1.35690;1.36050;1.35410;1.35960;18074
1.35970;1.36170;1.35760;1.35890;17766
1.35890;1.36090;1.35890;1.36040;6913
1.36050;1.36260;1.35910;1.35960;9709
1.35960;1.36150;1.35940;1.35970;7920
1.35970;1.36020;1.35450;1.35610;18518
1.35600;1.36440;1.35470;1.36310;19947
1.36310;1.37080;1.36190;1.36970;16853
1.36970;1.37130;1.36810;1.36920;6147
1.36870;1.37140;1.36820;1.36820;6797
1.36820;1.36890;1.36650;1.36770;6301
1.36760;1.37070;1.36620;1.36890;15026
1.36890;1.36890;1.36530;1.36600;11685
1.36600;1.36850;1.36470;1.36740;9901
1.36750;1.36820;1.36700;1.36740;4910
1.36750;1.36820;1.35840;1.35930;11650
1.35930;1.36010;1.35630;1.35910;10148
1.35900;1.36420;1.35270;1.36380;20118
1.36390;1.36930;1.36310;1.36820;17910
1.36830;1.37020;1.36350;1.36610;18139
1.36610;1.36660;1.36480;1.36550;7253
1.36540;1.37110;1.36540;1.37020;9977
1.37020;1.37270;1.36830;1.37140;8494
1.37150;1.37330;1.36930;1.37140;17343
1.37140;1.37420;1.37070;1.37370;16490
1.37380;1.37860;1.37330;1.37490;17363
1.37490;1.37540;1.37340;1.37490;7107
1.37490;1.37830;1.37470;1.37770;7692
1.37780;1.37830;1.37370;1.37420;8834
1.37410;1.38060;1.37040;1.37840;19282
1.37850;1.38020;1.37500;1.37860;17847
1.37860;1.38170;1.37670;1.37980;15921
1.37990;1.38070;1.37870;1.38010;8524
1.38010;1.38370;1.38010;1.38250;9267
1.38260;1.38320;1.38110;1.38240;8721
1.38230;1.38340;1.37760;1.37800;16261
1.37790;1.37920;1.37260;1.37300;17971
1.37290;1.37650;1.37240;1.37500;12959
1.37490;1.37560;1.37360;1.37510;4451
1.37470;1.37500;1.37110;1.37420;7655
1.37410;1.37770;1.37390;1.37710;8027
1.37720;1.38450;1.37600;1.38290;17440
1.38290;1.38540;1.38230;1.38310;17299
1.38320;1.38370;1.37810;1.37860;16519
1.37850;1.38090;1.37840;1.38080;6985
1.38070;1.38290;1.38000;1.38140;8704
1.38140;1.38250;1.38010;1.38200;9681
1.38200;1.38520;1.37860;1.38430;18878
1.38430;1.38440;1.38050;1.38370;17575
1.38370;1.38490;1.37950;1.38000;18062
1.38000;1.38050;1.37630;1.37760;9894
1.37750;1.37850;1.37520;1.37540;11308
1.37530;1.37680;1.37430;1.37670;10519
1.37670;1.38360;1.37450;1.38320;19572
1.38320;1.38640;1.38040;1.38610;19684
1.38620;1.38890;1.38600;1.38610;17030
1.38610;1.38680;1.38490;1.38630;8430
1.38630;1.38690;1.38460;1.38570;7534
1.38560;1.38740;1.38520;1.38660;9253
1.38670;1.38750;1.38330;1.38640;17396
1.38630;1.39720;1.38360;1.39360;20431
1.39360;1.39510;1.39260;1.39400;16437
1.39410;1.39700;1.39410;1.39590;8598
1.39590;1.39640;1.39490;1.39530;7683
1.39530;1.39630;1.39520;1.39540;5412
1.39540;1.39750;1.39500;1.39620;14279
1.39630;1.40050;1.39410;1.39990;19370
1.39990;1.40050;1.39590;1.39880;17151
1.39880;1.39930;1.39810;1.39870;5073
1.39940;1.39960;1.39620;1.39720;7501
1.39720;1.39810;1.39690;1.39780;8591
1.39780;1.40290;1.39550;1.40210;17490
1.40220;1.40340;1.39900;1.40020;18151
1.40020;1.40130;1.39570;1.39600;16828
1.39600;1.39750;1.39570;1.39680;7319
1.39680;1.39750;1.39550;1.39750;7748
1.39760;1.39880;1.39650;1.39710;8378
1.39700;1.39820;1.39160;1.39250;17709
1.39250;1.39300;1.38630;1.38730;17740
1.38730;1.39230;1.38720;1.39080;14361
1.39080;1.39140;1.38970;1.39020;6672
1.39020;1.39090;1.38790;1.38830;9105
1.38820;1.38960;1.38720;1.38910;8849
1.38920;1.39070;1.38560;1.38830;14315
1.38820;1.39400;1.38810;1.39030;17706
1.39050;1.39340;1.38850;1.39060;16294
1.39070;1.39100;1.38980;1.39050;7226
1.39040;1.39230;1.39000;1.39120;5430
1.39120;1.39120;1.38610;1.38670;10402
1.38670;1.38670;1.38040;1.38450;17582
1.38450;1.38480;1.37950;1.38310;18845
1.38300;1.38330;1.37910;1.37990;16170
1.37980;1.38010;1.37750;1.37990;7202
1.37990;1.38310;1.37980;1.38240;7052
1.38250;1.38280;1.37990;1.38040;8326
1.38040;1.38400;1.37520;1.37710;18410
1.37700;1.38210;1.37600;1.38150;17140
1.38160;1.38820;1.38120;1.38720;16346
1.38720;1.39140;1.38720;1.39010;6266
1.39500;1.39510;1.39150;1.39310;11548
1.39310;1.39420;1.39180;1.39340;8034
1.39340;1.39790;1.39040;1.39670;17464
1.39670;1.39750;1.39420;1.39650;17935
1.39650;1.40010;1.39530;1.39920;13521
1.39920;1.40020;1.39860;1.39920;5594
1.39940;1.39990;1.39390;1.39450;9061
1.39440;1.39630;1.38930;1.39420;13180
1.39410;1.39410;1.38550;1.38740;20421
1.38740;1.39650;1.38650;1.39640;21651
1.39650;1.40010;1.39440;1.39950;16872
1.39960;1.40120;1.39710;1.39710;9260
1.39710;1.39910;1.39630;1.39630;9644
1.39630;1.39900;1.39610;1.39830;9231
1.39830;1.39990;1.39260;1.39330;18005
1.39320;1.39750;1.39110;1.39260;19163
1.39250;1.39330;1.38660;1.38990;20638
1.38990;1.39670;1.38860;1.39130;16338
1.39130;1.39260;1.38690;1.39190;15250
1.39200;1.39360;1.39140;1.39190;12559
1.39180;1.40510;1.39180;1.40220;20507
1.40220;1.40290;1.39790;1.40050;18840
1.40040;1.40400;1.39980;1.40060;16283
1.40070;1.40260;1.40000;1.40150;8998
1.40160;1.40760;1.39810;1.40660;14905
1.40660;1.40860;1.40570;1.40700;11292
1.40700;1.41140;1.40400;1.41090;18264
1.41090;1.41440;1.41080;1.41310;17159
1.41320;1.41820;1.41300;1.41540;11994
1.41540;1.41820;1.41540;1.41800;3486
1.41800;1.41800;1.41590;1.41770;7414
1.41770;1.41770;1.41600;1.41650;6954
1.41640;1.41830;1.41460;1.41630;13272
1.41630;1.42010;1.41410;1.41720;15446
1.41720;1.42380;1.41680;1.42240;12644
1.42250;1.42270;1.42140;1.42140;5770
1.42140;1.42280;1.42030;1.42230;7192
1.42230;1.42320;1.42130;1.42280;6990
1.42290;1.42470;1.42220;1.42430;14429
1.42430;1.42460;1.41790;1.41850;16799
1.41840;1.42170;1.41810;1.42040;12446
1.42050;1.42130;1.41880;1.41880;5661
1.41880;1.41880;1.41530;1.41690;7903
1.41680;1.41800;1.41600;1.41670;8024
1.41660;1.42130;1.41480;1.41940;16405
1.41940;1.41950;1.41040;1.41420;19024
1.41420;1.41510;1.41000;1.41230;13657
1.41220;1.41360;1.40770;1.41000;9694
1.41000;1.41130;1.40760;1.40810;8105
1.40810;1.40890;1.40710;1.40760;7249
1.40750;1.41340;1.40530;1.41280;17349
1.41280;1.42010;1.41060;1.41990;17193
1.42000;1.42180;1.41670;1.41840;13647
1.41830;1.41860;1.41650;1.41800;6893
1.41790;1.41800;1.41500;1.41690;8082
1.41700;1.41920;1.41640;1.41880;7002
1.41880;1.41910;1.41400;1.41600;16311
1.41590;1.41730;1.41100;1.41450;17261
1.41450;1.41540;1.40570;1.40700;14670
1.40690;1.40890;1.40540;1.40850;4128
1.40450;1.40560;1.40210;1.40560;7060
1.40570;1.40680;1.40440;1.40570;6288
1.40560;1.40840;1.40360;1.40500;14818
1.40500;1.40960;1.40260;1.40930;14160
1.40940;1.41140;1.40830;1.40850;12720
1.40840;1.40980;1.40790;1.40820;5515
1.40820;1.40870;1.40630;1.40760;5645
1.40760;1.41230;1.40710;1.41150;6382
1.41160;1.41470;1.40990;1.41170;14886
1.41180;1.41190;1.40470;1.40740;16894
1.40740;1.40970;1.40560;1.40860;13760
1.40860;1.41120;1.40800;1.41070;6290
1.41080;1.41260;1.40920;1.40950;7099
1.40950;1.40960;1.40700;1.40920;9507
1.40910;1.41160;1.40590;1.40780;16355
1.40770;1.41050;1.40580;1.40730;15706
1.40730;1.41450;1.40520;1.41270;15362
1.41270;1.41310;1.41160;1.41250;6584
1.41250;1.41400;1.41160;1.41380;8986
1.41390;1.41650;1.41270;1.41500;9051
1.41500;1.42310;1.41420;1.42190;15474
1.42190;1.42270;1.41630;1.41810;15793
1.41810;1.42100;1.41730;1.42010;15068
1.42010;1.42040;1.41530;1.41740;7955
1.41730;1.41730;1.41530;1.41610;7433
1.41610;1.41760;1.41570;1.41740;7111
1.41740;1.41780;1.41440;1.41570;13995
1.41570;1.41620;1.40610;1.40620;18027
1.40620;1.42240;1.40620;1.42180;17964
1.42180;1.42440;1.42180;1.42340;6417
1.42310;1.42670;1.42170;1.42190;9354
1.42180;1.42350;1.42180;1.42310;5262
1.42310;1.42400;1.41920;1.42110;13970
1.42110;1.42470;1.42070;1.42320;14608
1.42320;1.42480;1.41970;1.41990;12750
1.41990;1.42270;1.41990;1.42170;5151
1.42170;1.42310;1.41920;1.42010;6989
1.42000;1.42050;1.41850;1.42020;7194
1.42030;1.42030;1.41700;1.41730;13565
1.41720;1.41880;1.41510;1.41620;13475
1.41620;1.42380;1.41620;1.42220;13801
1.42220;1.42430;1.42070;1.42180;7401
1.42180;1.42600;1.42170;1.42580;8356
1.42580;1.42650;1.42510;1.42650;7494
1.42650;1.43120;1.42560;1.43020;16544
1.43030;1.43150;1.42730;1.42940;14613
1.42930;1.43470;1.42890;1.43320;14642
1.43330;1.43380;1.43240;1.43310;5783
1.43300;1.43350;1.43070;1.43140;6614
1.43140;1.43150;1.42970;1.43070;7472
1.43060;1.43120;1.42760;1.42800;14161
1.42790;1.43210;1.42420;1.42970;19999
1.42980;1.43140;1.42620;1.42890;16361
1.42880;1.43080;1.42860;1.43030;6945
1.43030;1.43710;1.42910;1.43610;8671
1.43620;1.44020;1.43540;1.43880;9931
1.43880;1.44200;1.43840;1.44000;15898
1.44000;1.44410;1.43980;1.44370;14615
1.44370;1.44420;1.44170;1.44380;12557
1.44390;1.44860;1.44310;1.44820;7948
1.44520;1.44820;1.44410;1.44590;8652
1.44600;1.44720;1.44530;1.44540;7016
1.44530;1.44680;1.44430;1.44630;13902
1.44630;1.44680;1.44200;1.44510;12748
1.44510;1.44640;1.44310;1.44440;8460
1.44450;1.44450;1.44220;1.44310;1007
1.44320;1.44410;1.44020;1.44110;2075
1.44120;1.44150;1.43770;1.44030;2120
1.44040;1.44660;1.43800;1.44570;2611
1.44580;1.45180;1.44480;1.44990;2716
1.44980;1.45100;1.44370;1.44850;2620
1.44840;1.44940;1.44700;1.44780;1120
1.44790;1.44930;1.44540;1.44600;1470
1.44599;1.44972;1.44599;1.44821;8475
1.44818;1.45179;1.44767;1.44959;15433
1.44956;1.45193;1.44725;1.44754;15107
1.44755;1.45111;1.44353;1.44421;15421
1.44420;1.44533;1.44130;1.44404;8918
1.44404;1.44579;1.44071;1.44274;9285
1.44275;1.45086;1.44247;1.45048;10930
1.45045;1.45141;1.44119;1.44134;15633
1.44136;1.44403;1.43647;1.44338;16386
1.44339;1.45028;1.44337;1.44844;14115
1.44843;1.44942;1.44822;1.44860;6785
1.44858;1.45029;1.44810;1.44860;6971
1.44861;1.44946;1.44615;1.44660;8410
1.44661;1.44995;1.44415;1.44558;15963
1.44561;1.44701;1.43905;1.44187;16813
1.44187;1.44550;1.44021;1.44333;13505
1.44334;1.44399;1.44196;1.44285;5179
1.44162;1.44199;1.43491;1.43673;10148
1.43674;1.43875;1.43660;1.43721;8046
1.43720;1.43840;1.42987;1.43282;16028
1.43281;1.43492;1.42619;1.42697;18648
1.42692;1.42748;1.41574;1.42331;15308
1.42330;1.42469;1.42221;1.42273;7996
1.42273;1.42448;1.42105;1.42118;8723
1.42118;1.42333;1.42056;1.42196;8258
1.42195;1.42913;1.42051;1.42788;16613
1.42786;1.43156;1.42659;1.43018;16759
1.43019;1.43425;1.42953;1.43391;13121
1.43392;1.43520;1.43285;1.43307;7244
1.43310;1.44121;1.43278;1.43943;10323
1.43944;1.44047;1.43817;1.43907;9236
1.43908;1.45130;1.43902;1.44935;17655
1.44936;1.45437;1.44826;1.45207;15552
1.45205;1.45406;1.44849;1.45038;13635
1.45037;1.45250;1.44994;1.45211;8631
1.45213;1.45803;1.45050;1.45668;9051
1.45668;1.46165;1.45626;1.46131;9474
1.46130;1.46478;1.45934;1.46398;16542
1.46393;1.46442;1.45381;1.45390;17058
1.45383;1.45934;1.45335;1.45548;11254
1.45548;1.45585;1.45314;1.45501;6748
1.45499;1.45751;1.45405;1.45485;5701
1.45481;1.45846;1.45429;1.45821;6679
1.45821;1.45873;1.45543;1.45604;8019
1.45602;1.45697;1.45473;1.45518;6559
1.45517;1.45554;1.45339;1.45463;4878
1.45477;1.45647;1.45432;1.45597;2130
1.45604;1.46044;1.45436;1.45489;9483
1.45488;1.45727;1.45251;1.45662;9947
1.45661;1.46025;1.45584;1.46013;8591
1.46015;1.46259;1.45793;1.45826;10401
1.45815;1.45917;1.45385;1.45819;12177
1.45818;1.45869;1.45713;1.45784;4813
1.45785;1.45865;1.44929;1.45379;8933
1.45377;1.45437;1.45203;1.45308;7464
1.45305;1.46511;1.45073;1.46212;15815
1.46211;1.46462;1.45979;1.46131;13071
1.46132;1.46559;1.46035;1.46357;12121
1.46360;1.46507;1.46254;1.46467;6659
1.46468;1.47119;1.46416;1.46813;10933
1.46810;1.46963;1.46640;1.46825;7556
1.46824;1.46914;1.46561;1.46708;13193
1.46710;1.46901;1.46534;1.46820;12199
1.46819;1.47400;1.46321;1.47269;15525
1.47268;1.47946;1.46986;1.47711;11891
1.47710;1.48462;1.47705;1.48325;9517
1.48327;1.48809;1.48248;1.48434;8430
1.48433;1.48647;1.48269;1.48467;14225
1.48469;1.48473;1.47752;1.48304;14565
1.48296;1.48511;1.47722;1.48186;15715
1.48186;1.48259;1.48096;1.48232;9028
1.48231;1.48474;1.48036;1.48220;6592
1.48219;1.48476;1.48212;1.48418;5311
1.48416;1.48689;1.48282;1.48633;9186
1.48632;1.48772;1.48305;1.48386;11272
1.48379;1.48639;1.48079;1.48337;11258
1.48339;1.48565;1.48034;1.48062;5661
1.48249;1.48628;1.47794;1.48163;11757
1.48162;1.48291;1.47632;1.47919;10393
1.47919;1.48539;1.47823;1.48400;12014
1.48402;1.48544;1.48264;1.48357;11112
1.48358;1.49012;1.48334;1.48679;13561
1.48678;1.48714;1.48159;1.48218;6966
1.48225;1.48266;1.47850;1.47868;7611
1.47867;1.48436;1.47712;1.48345;8777
1.48342;1.48385;1.47542;1.47890;15286
1.47882;1.48326;1.47609;1.48238;14239
1.48240;1.48885;1.48106;1.48380;13412
1.48379;1.48408;1.48161;1.48205;8206
1.48205;1.48389;1.47754;1.47781;8179
1.47782;1.48191;1.47748;1.48081;8383
1.48080;1.48779;1.47995;1.48691;15826
1.48688;1.49349;1.48497;1.49319;16348
1.49315;1.49385;1.48255;1.48617;15446
1.48586;1.48677;1.48082;1.48285;9317
1.48280;1.48537;1.48068;1.48478;8935
1.48479;1.48737;1.48350;1.48708;7951
1.48707;1.48989;1.48418;1.48423;13351
1.48424;1.48439;1.46543;1.46712;19838
1.46709;1.46853;1.45555;1.45604;17540
1.45606;1.45630;1.45096;1.45409;11420
1.45411;1.45822;1.45329;1.45792;10651
1.45791;1.45873;1.45337;1.45589;11379
1.45588;1.45863;1.45072;1.45378;18191
1.45376;1.45728;1.44565;1.45175;18523
1.45175;1.45289;1.43489;1.43757;20998
1.43760;1.43886;1.43117;1.43149;9972
1.43656;1.44060;1.43403;1.43988;11410
1.43987;1.44051;1.43674;1.43822;9022
1.43821;1.44407;1.43750;1.44050;18785
1.44038;1.44099;1.42837;1.42853;17672
1.42852;1.43375;1.42548;1.43366;19222
1.43366;1.43675;1.43270;1.43567;11179
1.43566;1.43756;1.43250;1.43370;12262
1.43372;1.43483;1.42727;1.42869;12563
1.42868;1.43771;1.42700;1.43341;19736
1.43342;1.43935;1.43208;1.43441;17792
1.43444;1.43773;1.43392;1.43724;16487
1.43728;1.44118;1.43636;1.44101;10139
1.44102;1.44223;1.43938;1.44083;10120
1.44083;1.44092;1.43828;1.44003;11792
1.44010;1.44224;1.43672;1.43924;16565
1.43927;1.43932;1.42943;1.43026;14178
1.43024;1.43157;1.41860;1.41960;12635
1.41953;1.42129;1.41720;1.41997;10764
1.41993;1.42273;1.41898;1.42121;11386
1.42120;1.42340;1.41927;1.41959;10627
1.41962;1.42323;1.41350;1.41521;15852
1.41519;1.42110;1.41229;1.41813;10823
1.41806;1.42760;1.41705;1.42632;11154
1.42633;1.42677;1.42265;1.42402;8393
1.42405;1.42492;1.41846;1.41972;9259
1.41973;1.42388;1.41926;1.42366;10577
1.42365;1.43388;1.42349;1.42918;9594
1.42921;1.43066;1.42335;1.42439;7170
1.42446;1.42522;1.40672;1.41086;11365
1.41086;1.41288;1.40920;1.41170;8361
1.40753;1.40869;1.40478;1.40804;11959
1.40803;1.41065;1.40749;1.40968;10712
1.40969;1.41480;1.40866;1.41065;12850
1.41072;1.41942;1.40912;1.41928;10689
1.41930;1.42437;1.41863;1.42086;10491
1.42089;1.42232;1.41513;1.41604;10175
1.41605;1.41746;1.41308;1.41404;10802
1.41406;1.41899;1.41294;1.41805;11448
1.41803;1.42237;1.41346;1.41713;13150
1.41691;1.42173;1.41227;1.41669;12594
1.41668;1.42178;1.41202;1.42160;9254
1.42162;1.42379;1.42033;1.42354;4208
1.42351;1.42755;1.42325;1.42583;4228
1.42576;1.42862;1.42542;1.42646;3295
1.42652;1.42831;1.42371;1.42439;7952
1.42438;1.42610;1.41946;1.42159;8050
1.42164;1.42780;1.42160;1.42624;7131
1.42619;1.42824;1.42122;1.42504;4537
1.42499;1.42872;1.42455;1.42754;3149
1.42756;1.43058;1.42555;1.42588;3886
1.42584;1.42787;1.42058;1.42708;8260
1.42705;1.42949;1.42197;1.42681;8798
1.42678;1.43246;1.42369;1.43136;8633
1.43139;1.43222;1.42921;1.43080;3409
1.43077;1.43370;1.42933;1.43003;3097
1.42996;1.43303;1.42989;1.43275;2140
1.43271;1.43451;1.42902;1.42911;7064
1.42905;1.42919;1.41808;1.41868;10193
1.41866;1.42323;1.41385;1.42168;9860
1.42173;1.42207;1.41321;1.41573;3086
1.41318;1.41429;1.40817;1.40866;4825
1.40861;1.40972;1.40588;1.40667;3685
1.40673;1.40725;1.39692;1.39909;9959
1.39905;1.40390;1.39857;1.40308;8934
1.40306;1.40597;1.39963;1.40559;8686
1.40558;1.40691;1.40429;1.40465;4197
1.40476;1.40547;1.40020;1.40423;4297
1.40425;1.40806;1.40260;1.40682;3604
1.40673;1.41162;1.40370;1.41070;8732
1.41070;1.41187;1.40694;1.41049;8864
1.41048;1.41327;1.40821;1.41123;9271
1.41121;1.41264;1.40948;1.41022;3366
1.41023;1.41054;1.40333;1.40504;3901
1.40501;1.40677;1.40232;1.40342;4604
1.40340;1.40921;1.40130;1.40740;8487
1.40737;1.40942;1.40274;1.40530;9291
1.40521;1.41177;1.40271;1.40722;16584
1.40720;1.40989;1.40697;1.40814;9880
1.40815;1.41719;1.40679;1.41651;12369
1.41649;1.41890;1.41428;1.41887;10429
1.41885;1.41952;1.41463;1.41692;18498
1.41694;1.42062;1.41508;1.41516;28925
1.41519;1.41557;1.40674;1.41199;37726
1.41200;1.41464;1.41179;1.41347;13362
1.41346;1.41951;1.41242;1.41840;15047
1.41839;1.42777;1.41714;1.42430;18739
1.42436;1.42747;1.41830;1.42158;18707
1.42160;1.42989;1.42085;1.42371;17937
1.42370;1.43014;1.42198;1.42741;15579
1.42705;1.43216;1.42678;1.43173;7807
1.43099;1.43099;1.42777;1.42887;8754
1.42892;1.42962;1.42614;1.42647;8998
1.42648;1.42933;1.42567;1.42855;13799
1.42853;1.42914;1.42699;1.42738;10592
1.42739;1.42818;1.42619;1.42791;8855
1.42786;1.42884;1.42713;1.42857;5187
1.42854;1.44011;1.42844;1.44011;12745
1.44010;1.44050;1.43700;1.43809;12629
1.43809;1.44236;1.43669;1.44106;15561
1.44102;1.44140;1.43767;1.44078;13665
1.44080;1.44116;1.43632;1.43826;12801
1.43826;1.43971;1.43728;1.43945;8624
1.43947;1.44363;1.43941;1.44144;10664
1.44146;1.44426;1.44086;1.44387;9560
1.44386;1.44470;1.43908;1.44144;16894
1.44143;1.44356;1.43839;1.44118;15687
1.44105;1.44579;1.43703;1.43990;15872
1.43989;1.43990;1.43075;1.43294;12284
1.43291;1.43645;1.43239;1.43580;10205
1.43579;1.43680;1.43449;1.43630;9718
1.43628;1.44527;1.43628;1.44474;15531
1.44557;1.44851;1.44291;1.44493;14076
1.44491;1.45121;1.44030;1.44997;13874
1.45001;1.45029;1.44567;1.44906;9216
1.44907;1.45165;1.44784;1.44911;10083
1.44914;1.44956;1.44730;1.44730;8964
1.44732;1.45010;1.44606;1.44956;11467
1.44953;1.45592;1.44524;1.45432;9181
1.45432;1.46403;1.45357;1.46316;9268
1.46319;1.46420;1.46167;1.46327;7276
1.46269;1.46563;1.46228;1.46324;11747
1.46323;1.46478;1.46292;1.46446;11152
1.46443;1.46571;1.46128;1.46141;14130
1.46146;1.46284;1.45931;1.46173;11477
1.46170;1.46242;1.45894;1.45935;10654
1.45934;1.46039;1.45570;1.45777;10545
1.45773;1.46003;1.45634;1.45749;11217
1.45752;1.46145;1.45683;1.46115;11954
1.46120;1.46810;1.46109;1.46655;11388
1.46655;1.46793;1.46484;1.46535;8841
1.46538;1.46915;1.46538;1.46846;7931
1.46830;1.46955;1.46758;1.46871;8952
1.46872;1.46932;1.46570;1.46578;11283
1.46578;1.46794;1.46428;1.46710;10710
1.46712;1.46882;1.46412;1.46650;13463
1.46653;1.46674;1.45995;1.46123;8037
1.46120;1.46321;1.45688;1.45903;6570
1.45901;1.45911;1.45640;1.45775;7236
1.45776;1.46276;1.45776;1.46218;10335
1.46218;1.46310;1.46119;1.46174;9372
1.46171;1.46455;1.46057;1.46161;7360
1.46151;1.46416;1.44775;1.45045;6233
1.45023;1.45376;1.44937;1.45109;6976
1.45111;1.45218;1.45029;1.45118;7619
1.45127;1.45501;1.45084;1.45333;8876
1.45333;1.45389;1.44841;1.44938;8784
1.44947;1.44973;1.44446;1.44811;8184
1.44816;1.44872;1.44029;1.44077;6597
1.44066;1.44130;1.43223;1.43330;8380
1.43331;1.43552;1.43279;1.43458;7800
1.43270;1.43570;1.43208;1.43454;10629
1.43454;1.43501;1.43315;1.43487;10518
1.43485;1.43686;1.43253;1.43528;16909
1.43529;1.43912;1.43456;1.43802;15988
1.43806;1.44029;1.43458;1.43989;16310
1.43986;1.44295;1.43953;1.44157;10775
1.44160;1.44285;1.43785;1.43953;9691
1.43954;1.44443;1.43952;1.44308;10749
1.44306;1.44715;1.44150;1.44509;16149
1.44500;1.44621;1.44139;1.44395;14543
1.44390;1.44971;1.44341;1.44805;13925
1.44804;1.44835;1.44349;1.44425;9640
1.44427;1.44506;1.44049;1.44126;9594
1.44125;1.44293;1.44027;1.44160;9733
1.44155;1.44206;1.42992;1.43148;15506
1.43148;1.43203;1.42641;1.42996;13749
1.43004;1.43054;1.41560;1.41688;14133
1.41686;1.41899;1.41570;1.41622;13079
1.41628;1.41997;1.41613;1.41902;11774
1.41901;1.41996;1.40899;1.41139;13452
1.41137;1.41573;1.40731;1.41063;21458
1.41064;1.41600;1.40740;1.41455;20921
1.41444;1.41878;1.41144;1.41439;18907
1.41438;1.42184;1.41346;1.42149;12277
1.42147;1.42207;1.41824;1.41908;10425
1.41909;1.41950;1.41274;1.41399;11564
1.41399;1.42534;1.41305;1.42304;19269
1.42291;1.43099;1.42142;1.43048;19009
1.43049;1.43382;1.42699;1.42951;16996
1.42951;1.43249;1.42769;1.42858;5835
1.42747;1.42930;1.42560;1.42751;9978
1.42751;1.42902;1.42171;1.42291;11357
1.42290;1.42531;1.41910;1.42269;18686
1.42270;1.43220;1.42118;1.43153;16279
1.43151;1.43265;1.42936;1.43096;15782
1.43098;1.43166;1.42904;1.43078;8548
1.43077;1.43824;1.43067;1.43403;11537
1.43405;1.43625;1.43178;1.43433;10667
