Open;High;Low;Close;Volume
1.36520;1.36870;1.35960;1.36770;13852
1.36770;1.36950;1.36750;1.36880;5274
1.36880;1.36930;1.36530;1.36640;7056
1.36640;1.36860;1.36570;1.36830;6060
1.36820;1.36820;1.35360;1.35590;12933
1.35590;1.36260;1.35310;1.36180;13296
1.36180;1.36420;1.36000;1.36060;12566
1.36050;1.36350;1.36030;1.36300;4656
1.36150;1.36290;1.36060;1.36130;4542
1.36120;1.36160;1.35780;1.35900;4753
1.35900;1.36310;1.35810;1.36190;7278
1.36190;1.36290;1.35890;1.35930;6597
1.35930;1.36110;1.35810;1.35970;6224
1.35970;1.36000;1.35930;1.35960;2854
1.35960;1.36270;1.35880;1.36200;6018
1.36210;1.36610;1.36160;1.36510;6449
1.36520;1.36810;1.36390;1.36450;11222
1.36450;1.36750;1.36340;1.36570;11815
1.36580;1.37740;1.36460;1.37640;12835
1.37630;1.37770;1.37550;1.37580;5102
1.37580;1.37740;1.37560;1.37660;5154
1.37660;1.37800;1.37510;1.37510;5407
1.37510;1.37870;1.37260;1.37260;11235
1.37260;1.37360;1.36940;1.36980;12183
1.36970;1.37010;1.35980;1.36150;13554
1.36160;1.36170;1.35860;1.36000;7032
1.35990;1.36120;1.35580;1.35630;6882
1.35630;1.35930;1.35630;1.35910;5522
1.35920;1.35930;1.35390;1.35820;12738
1.35820;1.36530;1.35470;1.36300;12675
1.36300;1.36390;1.35560;1.36170;13341
1.36160;1.36210;1.34830;1.34920;9277
1.34930;1.35080;1.34440;1.34850;11186
1.34840;1.34940;1.34550;1.34670;6464
1.34670;1.35140;1.34580;1.34920;11590
1.34920;1.35430;1.34880;1.35050;11400
1.35050;1.35940;1.34830;1.35820;12522
1.35830;1.36160;1.35760;1.36100;5050
1.36130;1.36470;1.36020;1.36460;5758
1.36460;1.36530;1.36140;1.36200;4678
1.36180;1.36350;1.35920;1.36060;9610
1.36060;1.36310;1.35870;1.36080;10346
1.36080;1.36080;1.35740;1.35870;9808
1.35870;1.36100;1.35870;1.35990;3778
1.36000;1.36120;1.35890;1.36110;5751
1.36110;1.36360;1.36030;1.36250;5422
1.36250;1.36900;1.35980;1.36000;13360
1.35990;1.36050;1.35380;1.35620;12351
1.35600;1.35780;1.35000;1.35220;13779
1.35220;1.35290;1.34960;1.35130;5603
1.35130;1.35490;1.35020;1.35380;5517
1.35390;1.35490;1.35270;1.35360;4654
1.35360;1.35700;1.35120;1.35540;11113
1.35560;1.35790;1.35340;1.35680;11365
1.35680;1.36250;1.35360;1.35460;14150
1.35450;1.35450;1.35170;1.35370;5329
1.35370;1.35460;1.34770;1.34820;6511
1.34810;1.34870;1.34510;1.34730;7547
1.34720;1.35160;1.34620;1.34980;11399
1.34990;1.35100;1.34580;1.35010;12376
1.35010;1.35620;1.34660;1.35610;13276
1.35630;1.35700;1.35380;1.35390;6575
1.35380;1.35940;1.35300;1.35750;7116
1.35760;1.36020;1.35730;1.35750;6739
1.35750;1.36260;1.35510;1.36060;11824
1.36070;1.36130;1.35500;1.35870;11584
1.35860;1.36820;1.35580;1.36250;14344
1.36250;1.36330;1.36110;1.36300;4221
1.36220;1.36490;1.35910;1.36040;7917
1.36030;1.36170;1.35850;1.35970;4644
1.35970;1.36540;1.35870;1.35930;10931
1.35930;1.36010;1.35060;1.35080;13249
1.35080;1.35600;1.34600;1.35570;12698
1.35570;1.35790;1.35460;1.35680;4762
1.35670;1.35750;1.35210;1.35380;5268
1.35380;1.35450;1.35120;1.35160;6082
1.35160;1.35380;1.34350;1.35270;12369
1.35280;1.35980;1.35200;1.35450;13917
1.35450;1.36200;1.35140;1.36130;12425
1.36140;1.36170;1.35930;1.36090;5517
1.36080;1.36510;1.36070;1.36360;7295
1.36370;1.36530;1.36200;1.36270;5711
1.36280;1.36620;1.35920;1.36230;11592
1.36220;1.36730;1.36060;1.36500;12881
1.36530;1.37340;1.36250;1.37200;13232
1.37200;1.37220;1.36900;1.36940;5473
1.36940;1.37110;1.36890;1.36940;5464
1.36930;1.36950;1.36460;1.36540;6626
1.36540;1.36830;1.36330;1.36730;10002
1.36730;1.36930;1.36240;1.36370;12018
1.36350;1.36440;1.35510;1.35620;13620
1.35610;1.35920;1.35560;1.35790;4771
1.35790;1.35960;1.35710;1.35910;4371
1.35910;1.36010;1.35680;1.35830;4946
1.35830;1.36060;1.35720;1.35870;8322
1.35880;1.35940;1.35300;1.35670;10801
1.35660;1.36280;1.35620;1.36120;9674
1.36120;1.36250;1.36060;1.36190;3400
1.36410;1.36880;1.36230;1.36820;6381
1.36820;1.36900;1.36680;1.36760;3772
1.36760;1.37030;1.36370;1.36470;6554
1.36460;1.36900;1.36390;1.36730;6012
1.36730;1.36730;1.36050;1.36280;6991
1.36280;1.36390;1.36220;1.36270;2545
1.36260;1.36290;1.36060;1.36110;4197
1.36110;1.36340;1.35990;1.36060;4480
1.36030;1.36270;1.35670;1.35690;8033
1.35690;1.35790;1.35370;1.35750;7510
1.35760;1.36150;1.35630;1.35970;6685
1.35980;1.36060;1.35860;1.36010;3593
1.36010;1.36120;1.35870;1.35960;3809
1.35950;1.36040;1.35820;1.35820;3198
1.35820;1.35930;1.35440;1.35820;7220
1.35820;1.36300;1.35770;1.36130;6737
1.36130;1.36780;1.36130;1.36410;7619
1.36420;1.36640;1.36390;1.36540;3566
1.36540;1.36540;1.36280;1.36410;3859
1.36400;1.36470;1.36290;1.36360;3120
1.36350;1.36670;1.36200;1.36510;5377
1.36520;1.36850;1.36250;1.36360;7545
1.36360;1.36810;1.36360;1.36650;7540
1.36660;1.36790;1.36630;1.36760;3202
1.36760;1.36880;1.36690;1.36790;3370
1.36790;1.37050;1.36790;1.37050;3981
1.37060;1.37950;1.36870;1.37750;8732
1.37750;1.37850;1.37350;1.37480;8629
1.37480;1.37750;1.37270;1.37560;8559
1.37570;1.37680;1.37530;1.37670;2394
1.37600;1.37740;1.37350;1.37400;3952
1.37390;1.37510;1.37260;1.37500;3723
1.37500;1.37590;1.37000;1.37030;7912
1.37030;1.37270;1.36820;1.36850;8623
1.36840;1.36850;1.36390;1.36720;7147
1.36710;1.36790;1.36650;1.36710;3375
1.36720;1.36860;1.36580;1.36830;4278
1.36830;1.37000;1.36820;1.36830;4006
1.36830;1.37030;1.36570;1.36870;7361
1.36870;1.37690;1.36870;1.37580;8241
1.37580;1.37750;1.37160;1.37560;9929
1.37550;1.37810;1.37430;1.37610;5206
1.37620;1.37750;1.37620;1.37680;3246
1.37690;1.37890;1.37680;1.37870;4122
1.37870;1.38160;1.37590;1.37870;9738
1.37880;1.37920;1.37380;1.37490;9093
1.37480;1.37770;1.37260;1.37510;7741
1.37520;1.37530;1.37310;1.37350;3100
1.37350;1.37400;1.37110;1.37250;4560
1.37240;1.37270;1.36670;1.36820;6047
1.36810;1.36940;1.36470;1.36840;8245
1.36850;1.36930;1.36550;1.36610;8499
1.36610;1.36670;1.35860;1.36190;9202
1.36190;1.36220;1.35970;1.36080;3738
1.36070;1.36210;1.36040;1.36180;3905
1.36190;1.36260;1.35990;1.36140;3672
1.36130;1.36250;1.35590;1.35710;8593
1.35710;1.35740;1.35070;1.35160;10533
1.35150;1.35430;1.35030;1.35340;7533
1.35350;1.35800;1.35290;1.35300;2033
1.35170;1.35320;1.35090;1.35170;2806
1.35180;1.35220;1.35030;1.35050;3348
1.35050;1.35450;1.34980;1.35260;6167
1.35270;1.35330;1.34630;1.35230;9298
1.35220;1.35660;1.35100;1.35420;7655
1.35420;1.35660;1.35420;1.35570;2789
1.35570;1.35680;1.35400;1.35530;3777
1.35530;1.35610;1.35180;1.35190;3463
1.35180;1.35320;1.35020;1.35040;7980
1.35050;1.35600;1.34760;1.35320;11221
1.35330;1.35620;1.34810;1.34880;9791
1.34870;1.35140;1.34870;1.34900;4279
1.34900;1.34920;1.34450;1.34640;5648
1.34630;1.34680;1.34060;1.34300;6840
1.34300;1.34440;1.33450;1.33590;12101
1.33580;1.33770;1.33320;1.33570;10697
1.33560;1.33630;1.33230;1.33370;8775
1.33360;1.33370;1.33050;1.33270;4602
1.33270;1.33450;1.33220;1.33270;3690
1.33280;1.33400;1.32830;1.33190;5355
1.33190;1.33640;1.33140;1.33600;9470
1.33600;1.33690;1.33190;1.33560;10045
1.33560;1.33850;1.32780;1.32900;11333
1.32890;1.33080;1.32670;1.32710;4898
1.32710;1.33310;1.32710;1.33290;5040
1.33290;1.33520;1.33210;1.33350;4009
1.33350;1.33930;1.33240;1.33740;9408
1.33740;1.34160;1.33460;1.33900;10942
1.33910;1.34190;1.33770;1.34000;8172
1.34000;1.34240;1.33970;1.34130;2434
1.34730;1.34780;1.34180;1.34210;5095
1.34200;1.34450;1.34200;1.34440;3958
1.34450;1.35040;1.34350;1.34720;8382
1.34730;1.34910;1.34370;1.34460;8142
1.34460;1.34770;1.34360;1.34580;7164
1.34590;1.34820;1.34570;1.34740;2980
1.34750;1.34910;1.34700;1.34750;2977
1.34740;1.35050;1.34720;1.35030;3283
1.35030;1.35350;1.34530;1.34740;10350
1.34740;1.34890;1.34380;1.34430;7569
1.34430;1.34560;1.33950;1.34090;8879
1.34090;1.34200;1.34050;1.34180;3155
1.34190;1.34370;1.33980;1.34020;5027
1.34020;1.34130;1.33840;1.34080;4776
1.34090;1.34710;1.33930;1.34640;8681
1.34650;1.35160;1.34580;1.35110;8926
1.35110;1.35460;1.35040;1.35320;9865
1.35320;1.35340;1.35050;1.35060;3928
1.35060;1.35590;1.35030;1.35060;5187
1.35060;1.35170;1.34950;1.35120;4190
1.35110;1.35130;1.34760;1.35040;8113
1.35030;1.35190;1.34600;1.35140;7677
1.35150;1.35860;1.34910;1.35680;9961
1.35680;1.35890;1.35620;1.35830;3636
1.35830;1.35890;1.35680;1.35700;2726
1.35700;1.35800;1.35640;1.35690;2475
1.35680;1.35680;1.35440;1.35460;3487
1.35450;1.35670;1.34840;1.34870;13201
1.34870;1.34910;1.34740;1.34840;5666
1.34840;1.35030;1.34820;1.35020;1608
1.34900;1.35370;1.34880;1.35300;4774
1.35300;1.35300;1.34980;1.34990;2858
1.34990;1.34990;1.34630;1.34720;5054
1.34720;1.35270;1.34600;1.35220;4550
1.35230;1.35250;1.34720;1.34850;6276
1.34850;1.34890;1.34730;1.34820;2780
1.34820;1.34950;1.34240;1.34340;4594
1.34330;1.34360;1.34130;1.34280;4705
1.34280;1.34380;1.34020;1.34110;7957
1.34100;1.34190;1.33560;1.33720;8712
1.33710;1.33850;1.33550;1.33670;7112
1.33670;1.34080;1.33670;1.33930;4625
1.33930;1.34070;1.33730;1.33840;3721
1.33830;1.33900;1.33590;1.33620;3855
1.33620;1.34000;1.33570;1.33830;8085
1.33840;1.33890;1.33260;1.33590;8679
1.33580;1.33730;1.33370;1.33700;7366
1.33700;1.33760;1.33330;1.33380;4585
1.33380;1.33460;1.33130;1.33210;4118
1.33210;1.33400;1.33140;1.33350;3441
1.33360;1.33360;1.32820;1.33090;9216
1.33080;1.33410;1.32920;1.33320;9323
1.33320;1.33640;1.33260;1.33450;8015
1.33460;1.33610;1.33430;1.33570;3487
1.33560;1.33820;1.33530;1.33590;4020
1.33590;1.33630;1.33410;1.33490;3081
1.33490;1.34170;1.33490;1.33940;8347
1.33940;1.34420;1.33650;1.34370;8361
1.34370;1.34900;1.34170;1.34660;9952
1.34670;1.34980;1.34460;1.34980;3667
1.36270;1.36760;1.36090;1.36340;7564
1.36340;1.36900;1.36330;1.36600;5531
1.36610;1.36630;1.35880;1.35920;9409
1.35920;1.36160;1.35660;1.35930;8702
1.35930;1.36120;1.35700;1.35800;7364
1.35800;1.35950;1.35760;1.35850;3558
1.35850;1.35980;1.35700;1.35840;4134
1.35850;1.35960;1.35690;1.35860;5159
1.35860;1.36180;1.35550;1.35700;9392
1.35710;1.36260;1.35690;1.35750;8064
1.35750;1.35890;1.35460;1.35890;8444
1.35890;1.36170;1.35840;1.36140;4289
1.36150;1.36580;1.36040;1.36470;5639
1.36470;1.36640;1.36420;1.36540;4376
1.36550;1.36570;1.36170;1.36440;8544
1.36430;1.36430;1.35960;1.36220;10200
1.36220;1.36770;1.35990;1.36570;10033
1.36580;1.36610;1.36470;1.36510;3358
1.36510;1.36660;1.36450;1.36490;3735
1.36490;1.36560;1.36310;1.36390;4719
1.36390;1.36490;1.35220;1.35370;10743
1.35360;1.35630;1.35270;1.35560;9536
1.35560;1.35830;1.35360;1.35590;7957
1.35600;1.35830;1.35600;1.35780;4335
1.35780;1.35800;1.35320;1.35470;5314
1.35470;1.35530;1.35290;1.35290;5408
1.35290;1.35620;1.35140;1.35460;7879
1.35460;1.35460;1.34910;1.35090;8582
1.35100;1.35400;1.34730;1.34900;12236
1.34890;1.35090;1.34890;1.35000;3516
1.34760;1.34960;1.34580;1.34650;4776
1.34640;1.34710;1.34460;1.34700;4193
1.34710;1.34730;1.34260;1.34340;8462
1.34340;1.34560;1.34160;1.34520;7793
1.34520;1.34760;1.34450;1.34670;8427
1.34680;1.34920;1.34670;1.34890;4266
1.34890;1.35000;1.34690;1.34730;4298
1.34730;1.34880;1.34570;1.34580;3673
1.34580;1.35210;1.34490;1.35000;9531
1.35010;1.35130;1.34540;1.34700;7273
1.34690;1.34740;1.34280;1.34350;8058
1.34350;1.34490;1.34320;1.34410;3510
1.34400;1.34410;1.34050;1.34240;3764
1.34230;1.34350;1.33980;1.34330;4371
1.34330;1.34460;1.34210;1.34350;8024
1.34350;1.34350;1.33580;1.34020;10730
1.34020;1.34070;1.33720;1.33990;7241
1.34000;1.34050;1.33840;1.33870;3517
1.33870;1.33960;1.33740;1.33820;3582
1.33810;1.34020;1.33770;1.33930;3263
1.33940;1.34200;1.33430;1.33540;9199
1.33530;1.33540;1.32830;1.32860;10263
1.32860;1.33300;1.32660;1.33210;10657
1.33210;1.33220;1.32740;1.32860;4800
1.32850;1.32880;1.32020;1.32210;6142
1.32200;1.32400;1.32060;1.32380;4548
1.32380;1.33450;1.32190;1.33140;11868
1.33150;1.33280;1.32700;1.33120;11116
1.33110;1.33820;1.32960;1.33800;9753
1.33810;1.33980;1.33670;1.33830;3044
1.33460;1.33960;1.33460;1.33820;4645
1.33820;1.33830;1.33570;1.33670;3323
1.33660;1.33880;1.32910;1.33050;9254
1.33050;1.33450;1.32940;1.33140;9825
1.33140;1.33450;1.32980;1.33320;8193
1.33320;1.34140;1.33290;1.33910;6936
1.33920;1.34120;1.33690;1.33740;5294
1.33730;1.33850;1.33640;1.33720;4084
1.33720;1.33800;1.33140;1.33200;9327
1.33190;1.33210;1.32780;1.33000;10462
1.33000;1.33400;1.32120;1.32440;14381
1.32440;1.32440;1.31450;1.31600;8270
1.31600;1.31980;1.31600;1.31970;5948
1.31980;1.32160;1.31830;1.31890;6004
1.31880;1.32150;1.31420;1.31830;13270
1.31830;1.32650;1.31830;1.31940;13465
1.31940;1.32140;1.31140;1.31570;13069
1.31570;1.32210;1.31530;1.32030;7509
1.32040;1.32150;1.31840;1.31990;4658
1.31980;1.32380;1.31980;1.32250;4179
1.32250;1.32610;1.31930;1.32590;10273
1.32590;1.32760;1.32080;1.32200;11532
1.32200;1.32650;1.32110;1.32460;9949
1.32460;1.32570;1.32230;1.32430;5263
1.32420;1.32650;1.32270;1.32300;5454
1.32290;1.32550;1.32250;1.32420;4179
1.32430;1.33330;1.32420;1.33220;10066
1.33230;1.33410;1.33030;1.33150;8927
1.33140;1.33160;1.32560;1.32880;11214
1.32870;1.33140;1.32860;1.32920;4339
1.33290;1.33310;1.32140;1.32240;5699
1.32230;1.32410;1.32050;1.32350;3924
1.32360;1.32520;1.32120;1.32350;6153
1.32350;1.32430;1.32250;1.32300;6371
1.32290;1.32300;1.31540;1.31930;8427
1.31930;1.32130;1.31860;1.31890;4147
1.31880;1.32120;1.31860;1.32070;3227
1.32070;1.32110;1.31720;1.31790;3825
1.31790;1.31880;1.31170;1.31300;10801
1.31300;1.31350;1.30370;1.30540;12183
1.30530;1.30640;1.30110;1.30210;12044
1.30210;1.30210;1.29630;1.29710;6960
1.29710;1.29900;1.29370;1.29550;5823
1.29550;1.29730;1.29360;1.29690;5416
1.29690;1.29950;1.29340;1.29700;11481
1.29710;1.29810;1.28040;1.28450;14578
1.28440;1.29030;1.28420;1.28580;13026
1.28590;1.28620;1.27890;1.28180;7644
1.28180;1.28460;1.28030;1.28320;5061
1.28320;1.28550;1.28130;1.28320;4494
1.28310;1.28310;1.27370;1.27720;14132
1.27720;1.28000;1.26920;1.27470;16664
1.27460;1.27680;1.26540;1.26720;17728
1.26710;1.26740;1.25260;1.26290;17832
1.26290;1.26760;1.25860;1.26450;10390
1.26480;1.27340;1.26480;1.26820;11114
1.26840;1.27720;1.26350;1.27380;17427
1.27380;1.27970;1.26670;1.26800;17796
1.26790;1.27700;1.26100;1.27310;20270
1.27310;1.27560;1.27070;1.27510;7620
1.29240;1.29310;1.28080;1.28840;13285
1.28830;1.29670;1.28800;1.29340;9720
1.29350;1.30930;1.29350;1.30330;16226
1.30320;1.30320;1.28770;1.28810;16142
1.28810;1.28820;1.27630;1.27980;15568
1.27980;1.28090;1.27590;1.27870;7251
1.27860;1.28010;1.27230;1.27820;8309
1.27820;1.27940;1.27060;1.27270;8530
1.27260;1.27580;1.26690;1.26940;13839
1.26930;1.27450;1.26660;1.27280;13367
1.27280;1.27490;1.26840;1.27390;14225
1.27390;1.27400;1.26270;1.26320;9360
1.26320;1.26630;1.26150;1.26410;7003
1.26420;1.26520;1.26050;1.26420;7543
1.26430;1.27370;1.26240;1.26950;14911
1.26960;1.27110;1.26560;1.26940;12440
1.26930;1.27080;1.26170;1.26200;13091
1.26200;1.26380;1.26120;1.26330;5769
1.26330;1.26510;1.26220;1.26500;4588
1.26500;1.26700;1.26370;1.26690;4914
1.26700;1.26820;1.25620;1.25890;11571
